,id,indicator,m_cp,Название на русском
14053,GIN,n_sdg16_admin,0,Гвинея
14054,MNG,n_sdg16_admin,0,Монголия
14055,MOZ,n_sdg16_admin,0,Мозамбик
14056,AGO,n_sdg16_admin,0,Ангола
14057,SWZ,n_sdg16_admin,0,Свазиленд
14058,BRN,n_sdg16_admin,0,Бруней
14059,SRB,n_sdg16_admin,0,Сербия
14060,TZA,n_sdg16_admin,0,Танзания
14061,ECU,n_sdg16_admin,0,Эквадор
14062,BOL,n_sdg16_admin,0,Боливия
14063,BEN,n_sdg16_admin,0,Бенин
14064,NPL,n_sdg16_admin,0,Непал
14065,GRC,n_sdg16_admin,0,Греция
14066,MYS,n_sdg16_admin,0,Малайзия
14067,ARG,n_sdg16_admin,0,Аргентина
14068,BIH,n_sdg16_admin,0,Босния и Герцеговина
14069,THA,n_sdg16_admin,0,Таиланд
14070,PRY,n_sdg16_admin,0,Парагвай
14071,NER,n_sdg16_admin,0,Нигер
14072,ZMB,n_sdg16_admin,0,Замбия
14073,BWA,n_sdg16_admin,0,Ботсвана
14074,ALB,n_sdg16_admin,0,Албания
14075,QAT,n_sdg16_admin,0,Катар
14076,CYP,n_sdg16_admin,0,Кипр
14077,MWI,n_sdg16_admin,0,Малави
14078,SEN,n_sdg16_admin,0,Сенегал
14079,CAF,n_sdg16_admin,0,Центр.Афр.Респуб.
14080,COG,n_sdg16_admin,0,Республика Конго
14081,BGR,n_sdg16_admin,0,Болгария
14082,CHL,n_sdg16_admin,0,Чили
14083,HUN,n_sdg16_admin,0,Венгрия
14084,MLT,n_sdg16_admin,0,Мальта
14085,JPN,n_sdg16_admin,1,Япония
14086,CIV,n_sdg16_admin,0,Кот Д'Ивуар
14087,BRA,n_sdg16_admin,0,Бразилия
14088,UKR,n_sdg16_admin,0,Украина
14089,KOR,n_sdg16_admin,1,Корея, Республика
14090,HRV,n_sdg16_admin,0,Хорватия
14091,URY,n_sdg16_admin,0,Уругвай
14092,GMB,n_sdg16_admin,0,Гамбия
14093,USA,n_sdg16_admin,0,США
14094,SLE,n_sdg16_admin,0,Сьерра-Леоне
14095,ROU,n_sdg16_admin,0,Румыния
14096,LBR,n_sdg16_admin,0,Либерия
14097,PAN,n_sdg16_admin,0,Панама
14098,GHA,n_sdg16_admin,0,Гана
14099,MRT,n_sdg16_admin,0,Мавритания
14100,ITA,n_sdg16_admin,0,Италия
14101,MKD,n_sdg16_admin,0,Северная Македония
14102,GAB,n_sdg16_admin,0,Габон
14103,SVK,n_sdg16_admin,0,Словакия
14104,MNE,n_sdg16_admin,0,Черногория
14105,CRI,n_sdg16_admin,0,Коста-Рика
14106,MDA,n_sdg16_admin,0,Молдова, Республика
14107,ARM,n_sdg16_admin,0,Армения
14108,SVN,n_sdg16_admin,0,Словения
14109,POL,n_sdg16_admin,0,Польша
14110,AUS,n_sdg16_admin,1,Австралия
14111,NAM,n_sdg16_admin,0,Намибия
14112,ZAF,n_sdg16_admin,0,Южно-Африканская Республика
14113,FRA,n_sdg16_admin,0,Монако
14114,ESP,n_sdg16_admin,0,Испания
14115,AUT,n_sdg16_admin,0,Австрия
14116,CAN,n_sdg16_admin,0,Канада
14117,GBR,n_sdg16_admin,0,Великобритания
14118,BEL,n_sdg16_admin,0,Бельгия
14119,ISL,n_sdg16_admin,0,Исландия
14120,NZL,n_sdg16_admin,1,Новая Зеландия
14121,LVA,n_sdg16_admin,0,Латвия
14122,LTU,n_sdg16_admin,1,Литва
14123,TUR,n_sdg16_admin,0,Турция
14124,LUX,n_sdg16_admin,1,Люксембург
14125,DEU,n_sdg16_admin,1,Германия
14126,CZE,n_sdg16_admin,0,Чешская Республика
14127,CHE,n_sdg16_admin,0,Швейцария
14128,PRT,n_sdg16_admin,0,Португалия
14129,IRL,n_sdg16_admin,0,Ирландия
14130,DNK,n_sdg16_admin,1,Дания
14131,FIN,n_sdg16_admin,1,Финляндия
14132,EST,n_sdg16_admin,1,Эстония
14133,NLD,n_sdg16_admin,1,Нидерланды
14134,NOR,n_sdg16_admin,1,Норвегия
14135,SWE,n_sdg16_admin,1,Швеция
14136,AFG,n_sdg16_exprop,0,Афганистан
14137,ARE,n_sdg16_exprop,0,ОАЭ
14138,AZE,n_sdg16_exprop,0,Азербайджан
14139,BGD,n_sdg16_exprop,0,Бангладеш
14140,BLR,n_sdg16_exprop,0,Беларусь
14141,BTN,n_sdg16_exprop,0,Бутан
14142,CHN,n_sdg16_exprop,0,КНР
14143,DJI,n_sdg16_exprop,0,Джибути
14144,EGY,n_sdg16_exprop,0,Египет
14145,ERI,n_sdg16_exprop,0,Эритрея
14146,ETH,n_sdg16_exprop,0,Эфиопия
14147,HND,n_sdg16_exprop,0,Гондурас
14148,IND,n_sdg16_exprop,0,Индия
14149,IRN,n_sdg16_exprop,0,Иран
14150,IRQ,n_sdg16_exprop,0,Ирак
14151,JOR,n_sdg16_exprop,0,Иордания
14152,KAZ,n_sdg16_exprop,0,Казахстан
14153,KGZ,n_sdg16_exprop,0,Кыргызстан 
14154,KHM,n_sdg16_exprop,0,Камбоджа
14155,LAO,n_sdg16_exprop,0,Лаос
14156,LKA,n_sdg16_exprop,0,Шри-Ланка
14157,MMR,n_sdg16_exprop,0,Мьянма
14158,NIC,n_sdg16_exprop,0,Никарагуа
14159,PAK,n_sdg16_exprop,0,Пакистан
14160,PRK,n_sdg16_exprop,0,Корея (КНДР)
14161,RUS,n_sdg16_exprop,0,Россия
14162,RWA,n_sdg16_exprop,1,Руанда
14163,SAU,n_sdg16_exprop,0,Саудовская Аравия
14164,SDN,n_sdg16_exprop,0,Судан
14165,SYR,n_sdg16_exprop,0,Сирия
14166,TJK,n_sdg16_exprop,0,Таджикистан
14167,TKM,n_sdg16_exprop,0,Туркменистан
14168,UGA,n_sdg16_exprop,0,Уганда
14169,UZB,n_sdg16_exprop,0,Узбекистан
14170,VEN,n_sdg16_exprop,0,Венесуэла
14171,VNM,n_sdg16_exprop,0,Вьетнам
14172,YEM,n_sdg16_exprop,0,Йеменская Арабская Республика
14173,GTM,n_sdg16_exprop,0,Гватемала
14174,LBY,n_sdg16_exprop,0,Ливия
14175,SOM,n_sdg16_exprop,0,Сомали
14176,SLV,n_sdg16_exprop,0,Эль-Сальвадор
14177,OMN,n_sdg16_exprop,0,Оман
14178,COD,n_sdg16_exprop,0,Демократическая Республика Конго
14179,LBN,n_sdg16_exprop,0,Ливан
14180,CMR,n_sdg16_exprop,0,Камерун
14181,PER,n_sdg16_exprop,0,Перу
14182,TUN,n_sdg16_exprop,0,Тунис
14183,KWT,n_sdg16_exprop,1,Кувейт
14184,IDN,n_sdg16_exprop,0,Индонезия
14185,DZA,n_sdg16_exprop,0,Алжир
14186,BDI,n_sdg16_exprop,0,Бурунди
14187,MEX,n_sdg16_exprop,0,Мексика
14188,SGP,n_sdg16_exprop,1,Сингапур
14189,NGA,n_sdg16_exprop,0,Нигерия
14190,TGO,n_sdg16_exprop,0,Того
14191,MAR,n_sdg16_exprop,0,Марокко
14192,MLI,n_sdg16_exprop,0,Мали
14193,GNQ,n_sdg16_exprop,0,Экватор. Гвинея
14194,KEN,n_sdg16_exprop,0,Кения
14195,PHL,n_sdg16_exprop,0,Филиппины
14196,COL,n_sdg16_exprop,0,Колумбия
14197,GEO,n_sdg16_exprop,0,Грузия
14198,MDG,n_sdg16_exprop,0,Мадагаскар
14199,ISR,n_sdg16_exprop,0,Израиль
14200,SSD,n_sdg16_exprop,0,Южный Судан
14201,TCD,n_sdg16_exprop,0,Чад
14202,LSO,n_sdg16_exprop,0,Лесото
14203,ZWE,n_sdg16_exprop,0,Зимбабве
14204,BFA,n_sdg16_exprop,0,Буркина-Фасо
14205,GIN,n_sdg16_exprop,0,Гвинея
14206,MNG,n_sdg16_exprop,0,Монголия
14207,MOZ,n_sdg16_exprop,0,Мозамбик
14208,AGO,n_sdg16_exprop,0,Ангола
14209,SWZ,n_sdg16_exprop,0,Свазиленд
14210,BRN,n_sdg16_exprop,0,Бруней
14211,SRB,n_sdg16_exprop,0,Сербия
14212,TZA,n_sdg16_exprop,0,Танзания
14213,ECU,n_sdg16_exprop,0,Эквадор
14214,BOL,n_sdg16_exprop,0,Боливия
14215,BEN,n_sdg16_exprop,0,Бенин
14216,NPL,n_sdg16_exprop,0,Непал
14217,GRC,n_sdg16_exprop,0,Греция
14218,MYS,n_sdg16_exprop,0,Малайзия
14219,ARG,n_sdg16_exprop,0,Аргентина
14220,BIH,n_sdg16_exprop,0,Босния и Герцеговина
14221,THA,n_sdg16_exprop,0,Таиланд
14222,PRY,n_sdg16_exprop,0,Парагвай
14223,NER,n_sdg16_exprop,0,Нигер
14224,ZMB,n_sdg16_exprop,0,Замбия
14225,BWA,n_sdg16_exprop,0,Ботсвана
14226,ALB,n_sdg16_exprop,0,Албания
14227,QAT,n_sdg16_exprop,0,Катар
14228,CYP,n_sdg16_exprop,1,Кипр
14229,MWI,n_sdg16_exprop,0,Малави
14230,SEN,n_sdg16_exprop,0,Сенегал
14231,CAF,n_sdg16_exprop,0,Центр.Афр.Респуб.
14232,COG,n_sdg16_exprop,0,Республика Конго
14233,BGR,n_sdg16_exprop,0,Болгария
14234,CHL,n_sdg16_exprop,1,Чили
14235,HUN,n_sdg16_exprop,0,Венгрия
14236,MLT,n_sdg16_exprop,0,Мальта
14237,JPN,n_sdg16_exprop,1,Япония
14238,CIV,n_sdg16_exprop,0,Кот Д'Ивуар
14239,BRA,n_sdg16_exprop,0,Бразилия
14240,UKR,n_sdg16_exprop,0,Украина
14241,KOR,n_sdg16_exprop,1,Корея, Республика
14242,HRV,n_sdg16_exprop,0,Хорватия
14243,URY,n_sdg16_exprop,1,Уругвай
14244,GMB,n_sdg16_exprop,0,Гамбия
14245,USA,n_sdg16_exprop,1,США
14246,SLE,n_sdg16_exprop,0,Сьерра-Леоне
14247,ROU,n_sdg16_exprop,0,Румыния
14248,LBR,n_sdg16_exprop,0,Либерия
14249,PAN,n_sdg16_exprop,0,Панама
14250,GHA,n_sdg16_exprop,0,Гана
14251,MRT,n_sdg16_exprop,0,Мавритания
14252,ITA,n_sdg16_exprop,0,Италия
14253,MKD,n_sdg16_exprop,0,Северная Македония
14254,GAB,n_sdg16_exprop,0,Габон
14255,SVK,n_sdg16_exprop,0,Словакия
14256,MNE,n_sdg16_exprop,0,Черногория
14257,CRI,n_sdg16_exprop,1,Коста-Рика
14258,MDA,n_sdg16_exprop,0,Молдова, Республика
14259,ARM,n_sdg16_exprop,0,Армения
14260,SVN,n_sdg16_exprop,0,Словения
14261,POL,n_sdg16_exprop,0,Польша
14262,AUS,n_sdg16_exprop,1,Австралия
14263,NAM,n_sdg16_exprop,0,Намибия
14264,ZAF,n_sdg16_exprop,0,Южно-Африканская Республика
14265,FRA,n_sdg16_exprop,1,Монако
14266,ESP,n_sdg16_exprop,0,Испания
14267,AUT,n_sdg16_exprop,1,Австрия
14268,CAN,n_sdg16_exprop,1,Канада
14269,GBR,n_sdg16_exprop,1,Великобритания
14270,BEL,n_sdg16_exprop,1,Бельгия
14271,ISL,n_sdg16_exprop,0,Исландия
14272,NZL,n_sdg16_exprop,1,Новая Зеландия
14273,LVA,n_sdg16_exprop,1,Латвия
14274,LTU,n_sdg16_exprop,1,Литва
14275,TUR,n_sdg16_exprop,0,Турция
14276,LUX,n_sdg16_exprop,1,Люксембург
14277,DEU,n_sdg16_exprop,1,Германия
14278,CZE,n_sdg16_exprop,1,Чешская Республика
14279,CHE,n_sdg16_exprop,0,Швейцария
14280,PRT,n_sdg16_exprop,0,Португалия
14281,IRL,n_sdg16_exprop,1,Ирландия
14282,DNK,n_sdg16_exprop,1,Дания
14283,FIN,n_sdg16_exprop,1,Финляндия
14284,EST,n_sdg16_exprop,1,Эстония
14285,NLD,n_sdg16_exprop,1,Нидерланды
14286,NOR,n_sdg16_exprop,1,Норвегия
14287,SWE,n_sdg16_exprop,1,Швеция
14288,AFG,n_sdg17_govex,0,Афганистан
14289,ARE,n_sdg17_govex,0,ОАЭ
14290,AZE,n_sdg17_govex,0,Азербайджан
14291,BGD,n_sdg17_govex,0,Бангладеш
14292,BLR,n_sdg17_govex,0,Беларусь
14293,BTN,n_sdg17_govex,0,Бутан
14294,CHN,n_sdg17_govex,0,КНР
14295,DJI,n_sdg17_govex,0,Джибути
14296,EGY,n_sdg17_govex,0,Египет
14297,ERI,n_sdg17_govex,0,Эритрея
14298,ETH,n_sdg17_govex,0,Эфиопия
14299,HND,n_sdg17_govex,0,Гондурас
14300,IND,n_sdg17_govex,0,Индия
14301,IRN,n_sdg17_govex,0,Иран
14302,IRQ,n_sdg17_govex,0,Ирак
14303,JOR,n_sdg17_govex,0,Иордания
14304,KAZ,n_sdg17_govex,0,Казахстан
14305,KGZ,n_sdg17_govex,0,Кыргызстан 
14306,KHM,n_sdg17_govex,0,Камбоджа
14307,LAO,n_sdg17_govex,0,Лаос
14308,LKA,n_sdg17_govex,0,Шри-Ланка
14309,MMR,n_sdg17_govex,0,Мьянма
14310,NIC,n_sdg17_govex,0,Никарагуа
14311,PAK,n_sdg17_govex,0,Пакистан
14312,PRK,n_sdg17_govex,0,Корея (КНДР)
14313,RUS,n_sdg17_govex,0,Россия
14314,RWA,n_sdg17_govex,0,Руанда
14315,SAU,n_sdg17_govex,0,Саудовская Аравия
14316,SDN,n_sdg17_govex,0,Судан
14317,SYR,n_sdg17_govex,0,Сирия
14318,TJK,n_sdg17_govex,0,Таджикистан
14319,TKM,n_sdg17_govex,0,Туркменистан
14320,UGA,n_sdg17_govex,0,Уганда
14321,UZB,n_sdg17_govex,0,Узбекистан
14322,VEN,n_sdg17_govex,0,Венесуэла
14323,VNM,n_sdg17_govex,0,Вьетнам
14324,YEM,n_sdg17_govex,0,Йеменская Арабская Республика
14325,GTM,n_sdg17_govex,0,Гватемала
14326,LBY,n_sdg17_govex,0,Ливия
14327,SOM,n_sdg17_govex,0,Сомали
14328,SLV,n_sdg17_govex,0,Эль-Сальвадор
14329,OMN,n_sdg17_govex,0,Оман
14330,COD,n_sdg17_govex,0,Демократическая Республика Конго
14331,LBN,n_sdg17_govex,0,Ливан
14332,CMR,n_sdg17_govex,0,Камерун
14333,PER,n_sdg17_govex,0,Перу
14334,TUN,n_sdg17_govex,1,Тунис
14335,KWT,n_sdg17_govex,0,Кувейт
14336,IDN,n_sdg17_govex,0,Индонезия
14337,DZA,n_sdg17_govex,0,Алжир
14338,BDI,n_sdg17_govex,0,Бурунди
14339,MEX,n_sdg17_govex,0,Мексика
14340,SGP,n_sdg17_govex,0,Сингапур
14341,NGA,n_sdg17_govex,0,Нигерия
14342,TGO,n_sdg17_govex,0,Того
14343,MAR,n_sdg17_govex,0,Марокко
14344,MLI,n_sdg17_govex,0,Мали
14345,GNQ,n_sdg17_govex,0,Экватор. Гвинея
14346,KEN,n_sdg17_govex,0,Кения
14347,PHL,n_sdg17_govex,0,Филиппины
14348,COL,n_sdg17_govex,0,Колумбия
14349,GEO,n_sdg17_govex,0,Грузия
14350,MDG,n_sdg17_govex,0,Мадагаскар
14351,ISR,n_sdg17_govex,1,Израиль
14352,SSD,n_sdg17_govex,0,Южный Судан
14353,TCD,n_sdg17_govex,0,Чад
14354,LSO,n_sdg17_govex,1,Лесото
14355,ZWE,n_sdg17_govex,0,Зимбабве
14356,BFA,n_sdg17_govex,0,Буркина-Фасо
14357,GIN,n_sdg17_govex,0,Гвинея
14358,MNG,n_sdg17_govex,0,Монголия
14359,MOZ,n_sdg17_govex,0,Мозамбик
14360,AGO,n_sdg17_govex,0,Ангола
14361,SWZ,n_sdg17_govex,0,Свазиленд
14362,BRN,n_sdg17_govex,0,Бруней
14363,SRB,n_sdg17_govex,0,Сербия
14364,TZA,n_sdg17_govex,0,Танзания
14365,ECU,n_sdg17_govex,0,Эквадор
14366,BOL,n_sdg17_govex,1,Боливия
14367,BEN,n_sdg17_govex,0,Бенин
14368,NPL,n_sdg17_govex,0,Непал
14369,GRC,n_sdg17_govex,0,Греция
14370,MYS,n_sdg17_govex,0,Малайзия
14371,ARG,n_sdg17_govex,1,Аргентина
14372,BIH,n_sdg17_govex,0,Босния и Герцеговина
14373,THA,n_sdg17_govex,0,Таиланд
14374,PRY,n_sdg17_govex,0,Парагвай
14375,NER,n_sdg17_govex,0,Нигер
14376,ZMB,n_sdg17_govex,0,Замбия
14377,BWA,n_sdg17_govex,1,Ботсвана
14378,ALB,n_sdg17_govex,0,Албания
14379,QAT,n_sdg17_govex,0,Катар
14380,CYP,n_sdg17_govex,1,Кипр
14381,MWI,n_sdg17_govex,0,Малави
14382,SEN,n_sdg17_govex,0,Сенегал
14383,CAF,n_sdg17_govex,0,Центр.Афр.Респуб.
14384,COG,n_sdg17_govex,0,Республика Конго
14385,BGR,n_sdg17_govex,0,Болгария
14386,CHL,n_sdg17_govex,1,Чили
14387,HUN,n_sdg17_govex,0,Венгрия
14388,MLT,n_sdg17_govex,1,Мальта
14389,JPN,n_sdg17_govex,1,Япония
14390,CIV,n_sdg17_govex,0,Кот Д'Ивуар
14391,BRA,n_sdg17_govex,0,Бразилия
14392,UKR,n_sdg17_govex,1,Украина
14393,KOR,n_sdg17_govex,1,Корея, Республика
14394,HRV,n_sdg17_govex,1,Хорватия
14395,URY,n_sdg17_govex,1,Уругвай
14396,GMB,n_sdg17_govex,0,Гамбия
14397,USA,n_sdg17_govex,1,США
14398,SLE,n_sdg17_govex,0,Сьерра-Леоне
14399,ROU,n_sdg17_govex,0,Румыния
14400,LBR,n_sdg17_govex,0,Либерия
14401,PAN,n_sdg17_govex,0,Панама
14402,GHA,n_sdg17_govex,0,Гана
14403,MRT,n_sdg17_govex,0,Мавритания
14404,ITA,n_sdg17_govex,1,Италия
14405,MKD,n_sdg17_govex,0,Северная Македония
14406,GAB,n_sdg17_govex,0,Габон
14407,SVK,n_sdg17_govex,1,Словакия
14408,MNE,n_sdg17_govex,0,Черногория
14409,CRI,n_sdg17_govex,1,Коста-Рика
14410,MDA,n_sdg17_govex,1,Молдова, Республика
14411,ARM,n_sdg17_govex,0,Армения
14412,SVN,n_sdg17_govex,1,Словения
14413,POL,n_sdg17_govex,0,Польша
14414,AUS,n_sdg17_govex,1,Австралия
14415,NAM,n_sdg17_govex,1,Намибия
14416,ZAF,n_sdg17_govex,1,Южно-Африканская Республика
14417,FRA,n_sdg17_govex,1,Монако
14418,ESP,n_sdg17_govex,1,Испания
14419,AUT,n_sdg17_govex,1,Австрия
14420,CAN,n_sdg17_govex,1,Канада
14421,GBR,n_sdg17_govex,1,Великобритания
14422,BEL,n_sdg17_govex,1,Бельгия
14423,ISL,n_sdg17_govex,1,Исландия
14424,NZL,n_sdg17_govex,1,Новая Зеландия
14425,LVA,n_sdg17_govex,0,Латвия
14426,LTU,n_sdg17_govex,0,Литва
14427,TUR,n_sdg17_govex,0,Турция
14428,LUX,n_sdg17_govex,0,Люксембург
14429,DEU,n_sdg17_govex,1,Германия
14430,CZE,n_sdg17_govex,1,Чешская Республика
14431,CHE,n_sdg17_govex,0,Швейцария
14432,PRT,n_sdg17_govex,1,Португалия
14433,IRL,n_sdg17_govex,0,Ирландия
14434,DNK,n_sdg17_govex,1,Дания
14435,FIN,n_sdg17_govex,1,Финляндия
14436,EST,n_sdg17_govex,1,Эстония
14437,NLD,n_sdg17_govex,1,Нидерланды
14438,NOR,n_sdg17_govex,1,Норвегия
14439,SWE,n_sdg17_govex,1,Швеция
14440,AFG,n_sdg17_cohaven,1,Афганистан
14441,ARE,n_sdg17_cohaven,0,ОАЭ
14442,AZE,n_sdg17_cohaven,1,Азербайджан
14443,BGD,n_sdg17_cohaven,1,Бангладеш
14444,BLR,n_sdg17_cohaven,1,Беларусь
14445,BTN,n_sdg17_cohaven,1,Бутан
14446,CHN,n_sdg17_cohaven,1,КНР
14447,DJI,n_sdg17_cohaven,1,Джибути
14448,EGY,n_sdg17_cohaven,1,Египет
14449,ERI,n_sdg17_cohaven,1,Эритрея
14450,ETH,n_sdg17_cohaven,1,Эфиопия
14451,HND,n_sdg17_cohaven,1,Гондурас
14452,IND,n_sdg17_cohaven,1,Индия
14453,IRN,n_sdg17_cohaven,1,Иран
14454,IRQ,n_sdg17_cohaven,1,Ирак
14455,JOR,n_sdg17_cohaven,1,Иордания
14456,KAZ,n_sdg17_cohaven,1,Казахстан
14457,KGZ,n_sdg17_cohaven,1,Кыргызстан 
14458,KHM,n_sdg17_cohaven,1,Камбоджа
14459,LAO,n_sdg17_cohaven,1,Лаос
14460,LKA,n_sdg17_cohaven,1,Шри-Ланка
14461,MMR,n_sdg17_cohaven,1,Мьянма
14462,NIC,n_sdg17_cohaven,1,Никарагуа
14463,PAK,n_sdg17_cohaven,1,Пакистан
14464,PRK,n_sdg17_cohaven,1,Корея (КНДР)
14465,RUS,n_sdg17_cohaven,1,Россия
14466,RWA,n_sdg17_cohaven,1,Руанда
14467,SAU,n_sdg17_cohaven,1,Саудовская Аравия
14468,SDN,n_sdg17_cohaven,1,Судан
14469,SYR,n_sdg17_cohaven,1,Сирия
14470,TJK,n_sdg17_cohaven,1,Таджикистан
14471,TKM,n_sdg17_cohaven,1,Туркменистан
14472,UGA,n_sdg17_cohaven,1,Уганда
14473,UZB,n_sdg17_cohaven,1,Узбекистан
14474,VEN,n_sdg17_cohaven,1,Венесуэла
14475,VNM,n_sdg17_cohaven,1,Вьетнам
14476,YEM,n_sdg17_cohaven,1,Йеменская Арабская Республика
14477,GTM,n_sdg17_cohaven,1,Гватемала
14478,LBY,n_sdg17_cohaven,1,Ливия
14479,SOM,n_sdg17_cohaven,1,Сомали
14480,SLV,n_sdg17_cohaven,1,Эль-Сальвадор
14481,OMN,n_sdg17_cohaven,1,Оман
14482,COD,n_sdg17_cohaven,1,Демократическая Республика Конго
14483,LBN,n_sdg17_cohaven,0,Ливан
14484,CMR,n_sdg17_cohaven,1,Камерун
14485,PER,n_sdg17_cohaven,1,Перу
14486,TUN,n_sdg17_cohaven,1,Тунис
14487,KWT,n_sdg17_cohaven,1,Кувейт
14488,IDN,n_sdg17_cohaven,1,Индонезия
14489,DZA,n_sdg17_cohaven,1,Алжир
14490,BDI,n_sdg17_cohaven,1,Бурунди
14491,MEX,n_sdg17_cohaven,1,Мексика
14492,SGP,n_sdg17_cohaven,0,Сингапур
14493,NGA,n_sdg17_cohaven,1,Нигерия
14494,TGO,n_sdg17_cohaven,1,Того
14495,MAR,n_sdg17_cohaven,1,Марокко
14496,MLI,n_sdg17_cohaven,1,Мали
14497,GNQ,n_sdg17_cohaven,1,Экватор. Гвинея
14498,KEN,n_sdg17_cohaven,1,Кения
14499,PHL,n_sdg17_cohaven,1,Филиппины
14500,COL,n_sdg17_cohaven,1,Колумбия
14501,GEO,n_sdg17_cohaven,1,Грузия
14502,MDG,n_sdg17_cohaven,1,Мадагаскар
14503,ISR,n_sdg17_cohaven,1,Израиль
14504,SSD,n_sdg17_cohaven,1,Южный Судан
14505,TCD,n_sdg17_cohaven,1,Чад
14506,LSO,n_sdg17_cohaven,1,Лесото
14507,ZWE,n_sdg17_cohaven,1,Зимбабве
14508,BFA,n_sdg17_cohaven,1,Буркина-Фасо
14509,GIN,n_sdg17_cohaven,1,Гвинея
14510,MNG,n_sdg17_cohaven,1,Монголия
14511,MOZ,n_sdg17_cohaven,1,Мозамбик
14512,AGO,n_sdg17_cohaven,1,Ангола
14513,SWZ,n_sdg17_cohaven,1,Свазиленд
14514,BRN,n_sdg17_cohaven,1,Бруней
14515,SRB,n_sdg17_cohaven,1,Сербия
14516,TZA,n_sdg17_cohaven,1,Танзания
14517,ECU,n_sdg17_cohaven,1,Эквадор
14518,BOL,n_sdg17_cohaven,1,Боливия
14519,BEN,n_sdg17_cohaven,1,Бенин
14520,NPL,n_sdg17_cohaven,1,Непал
14521,GRC,n_sdg17_cohaven,1,Греция
14522,MYS,n_sdg17_cohaven,1,Малайзия
14523,ARG,n_sdg17_cohaven,1,Аргентина
14524,BIH,n_sdg17_cohaven,1,Босния и Герцеговина
14525,THA,n_sdg17_cohaven,1,Таиланд
14526,PRY,n_sdg17_cohaven,1,Парагвай
14527,NER,n_sdg17_cohaven,1,Нигер
14528,ZMB,n_sdg17_cohaven,1,Замбия
14529,BWA,n_sdg17_cohaven,1,Ботсвана
14530,ALB,n_sdg17_cohaven,1,Албания
14531,QAT,n_sdg17_cohaven,1,Катар
14532,CYP,n_sdg17_cohaven,0,Кипр
14533,MWI,n_sdg17_cohaven,1,Малави
14534,SEN,n_sdg17_cohaven,1,Сенегал
14535,CAF,n_sdg17_cohaven,1,Центр.Афр.Респуб.
14536,COG,n_sdg17_cohaven,1,Республика Конго
14537,BGR,n_sdg17_cohaven,1,Болгария
14538,CHL,n_sdg17_cohaven,1,Чили
14539,HUN,n_sdg17_cohaven,0,Венгрия
14540,MLT,n_sdg17_cohaven,0,Мальта
14541,JPN,n_sdg17_cohaven,1,Япония
14542,CIV,n_sdg17_cohaven,1,Кот Д'Ивуар
14543,BRA,n_sdg17_cohaven,1,Бразилия
14544,UKR,n_sdg17_cohaven,1,Украина
14545,KOR,n_sdg17_cohaven,1,Корея, Республика
14546,HRV,n_sdg17_cohaven,1,Хорватия
14547,URY,n_sdg17_cohaven,1,Уругвай
14548,GMB,n_sdg17_cohaven,1,Гамбия
14549,USA,n_sdg17_cohaven,1,США
14550,SLE,n_sdg17_cohaven,1,Сьерра-Леоне
14551,ROU,n_sdg17_cohaven,1,Румыния
14552,LBR,n_sdg17_cohaven,0,Либерия
14553,PAN,n_sdg17_cohaven,0,Панама
14554,GHA,n_sdg17_cohaven,1,Гана
14555,MRT,n_sdg17_cohaven,1,Мавритания
14556,ITA,n_sdg17_cohaven,1,Италия
14557,MKD,n_sdg17_cohaven,1,Северная Македония
14558,GAB,n_sdg17_cohaven,1,Габон
14559,SVK,n_sdg17_cohaven,1,Словакия
14560,MNE,n_sdg17_cohaven,1,Черногория
14561,CRI,n_sdg17_cohaven,0,Коста-Рика
14562,MDA,n_sdg17_cohaven,1,Молдова, Республика
14563,ARM,n_sdg17_cohaven,1,Армения
14564,SVN,n_sdg17_cohaven,1,Словения
14565,POL,n_sdg17_cohaven,1,Польша
14566,AUS,n_sdg17_cohaven,1,Австралия
14567,NAM,n_sdg17_cohaven,1,Намибия
14568,ZAF,n_sdg17_cohaven,1,Южно-Африканская Республика
14569,FRA,n_sdg17_cohaven,0,Монако
14570,ESP,n_sdg17_cohaven,1,Испания
14571,AUT,n_sdg17_cohaven,1,Австрия
14572,CAN,n_sdg17_cohaven,1,Канада
14573,GBR,n_sdg17_cohaven,0,Великобритания
14574,BEL,n_sdg17_cohaven,0,Бельгия
14575,ISL,n_sdg17_cohaven,1,Исландия
14576,NZL,n_sdg17_cohaven,1,Новая Зеландия
14577,LVA,n_sdg17_cohaven,0,Латвия
14578,LTU,n_sdg17_cohaven,1,Литва
14579,TUR,n_sdg17_cohaven,1,Турция
14580,LUX,n_sdg17_cohaven,0,Люксембург
14581,DEU,n_sdg17_cohaven,1,Германия
14582,CZE,n_sdg17_cohaven,1,Чешская Республика
14583,CHE,n_sdg17_cohaven,0,Швейцария
14584,PRT,n_sdg17_cohaven,1,Португалия
14585,IRL,n_sdg17_cohaven,0,Ирландия
14586,DNK,n_sdg17_cohaven,1,Дания
14587,FIN,n_sdg17_cohaven,1,Финляндия
14588,EST,n_sdg17_cohaven,0,Эстония
14589,NLD,n_sdg17_cohaven,0,Нидерланды
14590,NOR,n_sdg17_cohaven,1,Норвегия
14591,SWE,n_sdg17_cohaven,1,Швеция
14592,AFG,n_sdg17_sprofits,1,Афганистан
14593,ARE,n_sdg17_sprofits,1,ОАЭ
14594,AZE,n_sdg17_sprofits,1,Азербайджан
14595,BGD,n_sdg17_sprofits,1,Бангладеш
